ID,R%,Dipole,HOMO,LUMO,HOMO/LUMO,electronegativity,hardness,electrophilicity,BL6 & 17,BL6 & 18,BL7 & 8,BL7 & 9,BL11 & 10,BL2 & 16,BL3 & 7,"BA17, 6, & 18","BA8, 7, & 9","BA3, 7, & 6","BA3, 7, & 9","BA3, 7, & 8","BA16, 11, & 10","BA12, 11, & 10","BA3, 2, & 16","BA5, 6, & 7","DA1, 2, 16 & 11",BO6 & 17,BO6 & 18,BO7 & 8,BO7 & 9,BO11 & 10,BO2 & 16,BO3 & 7,charge1,charge2,charge3,charge4,charge5,charge6,charge7,charge8,charge9,charge10,charge11,charge12,charge13,charge14,charge15,charge16,charge17,charge18,core1,core2,core3,core4,core5,core6,core7,core8,core9,core10,core11,core12,core13,core14,core15,core16,core17,core18,valence1,valence2,valence3,valence4,valence5,valence6,valence7,valence8,valence9,valence10,valence11,valence12,valence13,valence14,valence15,valence16,valence17,valence18,Rydberg1,Rydberg2,Rydberg3,Rydberg4,Rydberg5,Rydberg6,Rydberg7,Rydberg8,Rydberg9,Rydberg10,Rydberg11,Rydberg12,Rydberg13,Rydberg14,Rydberg15,Rydberg16,Rydberg17,Rydberg18,total1,total2,total3,total4,total5,total6,total7,total8,total9,total10,total11,total12,total13,total14,total15,total16,total17,total18,NMR1,NMR2,NMR3,NMR4,NMR5,NMR6,NMR7,NMR8,NMR9,NMR10,NMR11,NMR12,NMR13,NMR14,NMR15,NMR16,NMR17,NMR18,L 6 & 17,B1 6 & 17,B5 6 & 17,L 6 & 18,B1 6 & 18,B5 6 & 18,L 7 & 8,B1 7 & 8,B5 7 & 8,L 2 & 16,B1 2 & 16,B5 2 & 16,BV9
V11,1,2.7246,-0.1589,-0.03655,-0.12235,0.09773,0.06118,0.07806,1.5249,1.0988,1.9225,2.2192,1.3801,1.4963,1.8496,109.826,116.199,86.0265,121.8894,103.7289,119.7908,118.6164,123.1114,107.0323,106.5896,1.0159,0.8864,0.8249,0.631,0.9527,0.9974,0.8705,-0.23941,-0.01358,-0.40053,0.335,-0.5399,-0.19958,0.91406,-0.33628,-0.10929,-0.55636,0.34589,-0.29379,-0.2077,-0.32749,0.34798,-0.12705,-0.47061,0.24304,1.99888,1.9988,1.99868,1.99853,1.99968,1.999,9.99843,1.99902,35.99029,1.99967,1.99848,1.99883,1.99896,1.99889,1.99857,1.9987,1.99908,0,4.22726,3.9937,4.37687,3.64102,6.52641,4.1733,4.0233,4.31797,10.11216,6.54477,3.63273,4.28063,4.19458,4.31611,3.63182,4.11121,4.45465,0.75434,0.01327,0.02107,0.02497,0.02545,0.01381,0.02729,0.06421,0.01929,0.00684,0.01191,0.0229,0.01433,0.01417,0.01249,0.02164,0.01714,0.01689,0.00262,6.23941,6.01358,6.40053,5.665,8.5399,6.19958,14.08594,6.33628,46.10929,8.55636,5.65411,6.29379,6.2077,6.32749,5.65202,6.12705,6.47061,0.75696,71.3862,55.9866,67.7055,33.496,178.4286,103.203,305.8377,148.1518,110.8946,263.0992,36.7967,79.9357,67.0221,89.992,40.0088,68.3449,146.5314,27.3728,7.15,1.7,6.388,2.589,1.09,1.09,5.136,2.837,3.283,6.889,1.725,5.45,0.38
V12,1,3.3108,-0.15944,-0.03687,-0.12257,0.09815,0.06128,0.0786,1.5296,1.0998,1.9217,2.2188,1.3799,1.4963,1.85,108.5967,116.2667,85.9122,121.8736,103.8955,119.7838,118.6339,123.1275,107.4012,106.5499,1.002,0.8857,0.825,0.63,0.9531,0.9974,0.8717,-0.23943,-0.01358,-0.40017,0.33572,-0.53799,-0.19948,0.90937,-0.33685,-0.10589,-0.55651,0.34598,-0.29377,-0.20768,-0.32757,0.34777,-0.12735,-0.48387,0.24848,1.99888,1.9988,1.99868,1.99853,1.99968,1.99901,9.99841,1.99902,35.99032,1.99967,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99907,0,4.22728,3.99371,4.37653,3.6403,6.52448,4.17365,4.0275,4.31853,10.10874,6.54493,3.63264,4.28061,4.19456,4.31619,3.63203,4.11151,4.46912,0.74889,0.01327,0.02107,0.02495,0.02545,0.01383,0.02682,0.06471,0.0193,0.00682,0.01191,0.02289,0.01433,0.01417,0.01249,0.02163,0.01714,0.01568,0.00263,6.23943,6.01358,6.40017,5.66428,8.53799,6.19948,14.09063,6.33685,46.10589,8.55651,5.65402,6.29377,6.20768,6.32757,5.65223,6.12735,6.48387,0.75152,71.4157,55.8438,67.2952,33.7741,181.6135,97.6063,309.886,148.261,109.5876,262.9646,36.7703,79.9151,66.9957,90.0462,40.0409,68.385,152.9919,27.6623,6.097,1.7,8.1,2.59,1.09,1.09,5.136,2.837,3.285,6.888,1.725,5.45,0.38
V13,1,2.9403,-0.15755,-0.03542,-0.12213,0.09649,0.06106,0.07622,1.5297,1.1003,1.9215,2.2191,1.3801,1.4964,1.8498,108.4629,116.3942,85.9169,121.8019,103.8672,119.8693,118.5378,123.1163,107.4439,106.6405,1.0018,0.8875,0.8254,0.6313,0.9529,0.9974,0.8723,-0.24088,-0.0144,-0.40074,0.33661,-0.53006,-0.19734,0.91046,-0.33651,-0.10887,-0.55651,0.34579,-0.29363,-0.20803,-0.32773,0.34797,-0.12672,-0.48854,0.24433,1.99888,1.9988,1.99868,1.99853,1.99967,1.99901,9.99841,1.99902,35.99032,1.99967,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99907,0,4.22873,3.99457,4.37715,3.63928,6.51634,4.1715,4.02663,4.3182,10.11172,6.54493,3.63283,4.28044,4.19491,4.31636,3.63181,4.11089,4.47354,0.75297,0.01328,0.02103,0.02491,0.02558,0.01405,0.02683,0.0645,0.01928,0.00683,0.01191,0.0229,0.01435,0.01416,0.01249,0.02166,0.01713,0.01593,0.0027,6.24088,6.0144,6.40074,5.66339,8.53006,6.19734,14.08954,6.33651,46.10887,8.55651,5.65421,6.29363,6.20803,6.32773,5.65203,6.12672,6.48854,0.75567,71.6994,55.9574,67.3287,33.4614,180.8808,96.7046,310.077,148.3544,109.6742,262.8546,36.7916,79.8881,67.1108,90.0116,40.0155,68.2835,159.5003,27.5554,5.4,1.951,6.108,2.59,1.09,1.09,5.134,2.834,3.287,6.889,1.727,5.45,0.38
V14,1,1.7891,-0.15326,-0.03238,-0.12088,0.09282,0.06044,0.07127,1.5297,1.098,1.9219,2.22,1.3802,1.4965,1.8502,108.4598,116.1698,86.0341,121.7006,103.81,119.9364,118.4626,123.1232,107.3203,106.5399,1.0011,0.8836,0.8247,0.6305,0.9526,0.9972,0.8721,-0.24256,-0.01534,-0.40035,0.338,-0.53094,-0.19856,0.91135,-0.33625,-0.11404,-0.55599,0.3459,-0.29347,-0.20857,-0.32787,0.34793,-0.12554,-0.49076,0.25237,1.99888,1.9988,1.99869,1.99853,1.99968,1.99901,9.99841,1.99902,35.99035,1.99967,1.99848,1.99883,1.99896,1.99889,1.99856,1.9987,1.99908,0,4.23039,3.99554,4.37682,3.63785,6.51729,4.17285,4.02607,4.31798,10.11689,6.54439,3.63269,4.28027,4.19545,4.3165,3.63185,4.10969,4.47517,0.74481,0.01329,0.021,0.02485,0.02561,0.01397,0.0267,0.06417,0.01925,0.00679,0.01193,0.02293,0.01437,0.01416,0.01249,0.02166,0.01716,0.01651,0.00282,6.24256,6.01534,6.40035,5.662,8.53094,6.19856,14.08865,6.33625,46.11404,8.55599,5.6541,6.29347,6.20857,6.32787,5.65207,6.12554,6.49076,0.74763,71.9892,56.0767,67.2457,33.3287,179.0584,100.3116,312.965,148.4675,109.5921,262.827,36.7646,79.8661,67.214,90.0308,40.0056,68.0842,164.6747,27.2774,5.603,1.7,6.078,2.588,1.09,1.09,5.135,2.834,3.287,6.89,1.729,5.45,0.381
V15,1,2.5774,-0.15216,-0.03142,-0.12074,0.09179,0.06037,0.06978,1.5299,1.0981,1.9222,2.2203,1.3801,1.4965,1.8502,108.4444,116.1256,86.0618,121.7142,103.7715,119.9283,118.4702,123.1168,107.2732,106.4951,1.0011,0.8838,0.8244,0.6303,0.9527,0.9971,0.872,-0.24287,-0.01545,-0.40018,0.33834,-0.53083,-0.19853,0.91077,-0.33605,-0.11447,-0.55585,0.34603,-0.29347,-0.20868,-0.32796,0.34786,-0.12531,-0.48864,0.25205,1.99888,1.9988,1.99869,1.99853,1.99968,1.99901,9.99841,1.99902,35.99036,1.99967,1.99848,1.99883,1.99896,1.99889,1.99856,1.9987,1.99908,0,4.2307,3.99566,4.37666,3.63749,6.51719,4.17288,4.02671,4.31775,10.11733,6.54424,3.63255,4.28027,4.19557,4.31659,3.63193,4.10945,4.47303,0.74514,0.01329,0.02099,0.02484,0.02563,0.01397,0.02663,0.0641,0.01927,0.00678,0.01193,0.02294,0.01437,0.01416,0.01249,0.02165,0.01716,0.01653,0.00281,6.24287,6.01545,6.40018,5.66166,8.53083,6.19853,14.08923,6.33605,46.11447,8.55585,5.65397,6.29347,6.20868,6.32796,5.65214,6.12531,6.48864,0.74795,72.0729,56.0918,67.1521,33.2877,178.7315,100.0106,313.2755,148.4664,109.6813,262.8069,36.7476,79.8768,67.265,90.0688,40.0168,68.0689,164.8988,27.3241,6.581,1.7,7.994,2.588,1.09,1.09,5.135,2.833,3.287,6.89,1.729,5.45,0.381
V16,1,3.3807,-0.16168,-0.03832,-0.12336,0.1,0.06168,0.08106,1.5221,1.0998,1.9227,2.2178,1.38,1.4962,1.8496,109.0415,116.2918,85.8967,122.0511,103.7515,119.7394,118.6768,123.1423,107.2624,106.7041,1.016,0.8838,0.8252,0.629,0.953,0.9976,0.8707,-0.23808,-0.01283,-0.40036,0.33318,-0.53943,-0.2063,0.91422,-0.33684,-0.10008,-0.55665,0.34589,-0.29391,-0.20727,-0.32741,0.34801,-0.12807,-0.49556,0.24853,1.99888,1.9988,1.99868,1.99852,1.99968,1.99902,9.99843,1.99902,35.99028,1.99967,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99908,0,4.22594,3.99293,4.37665,3.64282,6.52627,4.17983,4.02274,4.31851,10.10305,6.54507,3.63274,4.28076,4.19415,4.31603,3.63178,4.11225,4.48334,0.74859,0.01326,0.0211,0.02503,0.02547,0.01347,0.02745,0.06462,0.01931,0.00675,0.01191,0.02288,0.01432,0.01417,0.01249,0.02164,0.01713,0.01313,0.00288,6.23808,6.01283,6.40036,5.66682,8.53943,6.2063,14.08578,6.33684,46.10008,8.55665,5.65411,6.29391,6.20727,6.32741,5.65199,6.12807,6.49556,0.75147,71.0489,55.7453,67.5106,33.5327,182.3286,101.2765,308.174,148.0873,109.367,263.0529,36.758,79.9381,66.8848,89.917,39.9642,68.4297,157.9851,26.8858,8.979,1.755,5.945,2.59,1.09,1.09,5.139,2.837,3.283,6.888,1.725,5.45,0.38
V17,1,2.2,-0.15655,-0.03562,-0.12093,0.09609,0.06046,0.07634,1.53,1.0983,1.922,2.22,1.3802,1.4965,1.8499,108.4409,115.9906,85.9993,121.5753,103.974,119.8729,118.5337,123.1529,107.4029,106.4253,1.0012,0.884,0.8241,0.6276,0.9527,0.9972,0.8724,-0.24083,-0.01458,-0.40106,0.33633,-0.53661,-0.19701,0.90947,-0.33668,-0.11123,-0.55634,0.34586,-0.2936,-0.20813,-0.3276,0.34778,-0.12629,-0.49199,0.25266,1.99888,1.9988,1.99868,1.99853,1.99968,1.99901,9.99842,1.99902,35.99036,1.99967,1.99848,1.99883,1.99896,1.99889,1.99856,1.9987,1.99908,0,4.22867,3.99474,4.37756,3.63967,6.52313,4.17099,4.02764,4.31842,10.11403,6.54475,3.63273,4.28041,4.19501,4.31622,3.63201,4.11044,4.47661,0.74463,0.01328,0.02104,0.02482,0.02547,0.01381,0.02701,0.06447,0.01924,0.00685,0.01191,0.02292,0.01436,0.01417,0.01249,0.02164,0.01715,0.0163,0.00272,6.24083,6.01458,6.40106,5.66367,8.53661,6.19701,14.09053,6.33668,46.11123,8.55634,5.65414,6.2936,6.20813,6.3276,5.65222,6.12629,6.49199,0.74734,71.6052,56.0092,67.5103,33.5354,179.6721,98.4018,310.7765,148.2235,109.375,262.9548,36.7636,79.8768,67.093,89.9781,39.9605,68.1496,162.4388,27.294,5.738,1.7,6.991,2.588,1.09,1.09,5.137,2.839,3.286,6.889,1.724,5.45,0.387
V18,1,1.8408,-0.16359,-0.04304,-0.12055,0.10332,0.06028,0.08854,1.5293,1.0988,1.9222,2.2279,1.3621,1.4952,1.8477,108.3394,114.2347,85.977,124.3202,104.0208,115.3971,123.6164,122.7765,107.3273,104.8127,0.9996,0.8822,0.8267,0.6336,1.0136,0.9967,0.8792,-0.22868,-0.00581,-0.40251,0.33481,-0.53795,-0.19736,0.91774,-0.33574,-0.13986,-0.51431,0.36652,-0.33809,-0.19809,-0.34128,0.3514,-0.1364,-0.48324,0.2553,1.99887,1.9988,1.99868,1.99852,1.99968,1.99901,9.99841,1.99902,35.99047,1.99965,1.99855,1.99888,1.99896,1.99888,1.99856,1.99873,1.99907,0,4.21655,3.98595,4.37974,3.6413,6.52454,4.17165,4.02068,4.31751,10.14304,6.5032,3.61284,4.32648,4.18462,4.32981,3.62837,4.11991,4.46796,0.74198,0.01326,0.02105,0.02408,0.02537,0.01374,0.02671,0.06317,0.01921,0.00635,0.01146,0.02209,0.01274,0.01451,0.01259,0.02167,0.01775,0.0162,0.00272,6.22868,6.00581,6.40251,5.66519,8.53795,6.19736,14.08226,6.33574,46.13986,8.51431,5.63348,6.33809,6.19809,6.34128,5.6486,6.1364,6.48324,0.7447,70.8999,55.0261,68.4063,33.9999,182.8047,98.8681,307.1491,147.9476,117.4261,228.9387,39.0687,92.5762,67.3052,93.371,40.4072,74.7499,156.4693,27.3542,5.879,1.7,8.274,2.589,1.09,1.09,5.132,2.836,3.286,6.877,1.957,5.445,0.397
V19,1,3.5758,-0.1579,-0.03654,-0.12136,0.09722,0.06068,0.07788,1.5302,1.0962,1.9217,2.2198,1.3803,1.4964,1.8504,108.8083,116.032,86.0152,121.6451,103.9809,119.8262,118.5862,123.136,107.3296,106.164,1.003,0.8811,0.8254,0.6271,0.9524,0.997,0.8707,-0.23988,-0.01323,-0.3988,0.33576,-0.54394,-0.1997,0.91127,-0.33624,-0.11003,-0.5563,0.34588,-0.29371,-0.20773,-0.32738,0.34808,-0.12683,-0.49447,0.25697,1.99888,1.9988,1.99868,1.99853,1.99968,1.999,9.99842,1.99902,35.99035,1.99967,1.99848,1.99883,1.99896,1.99889,1.99856,1.9987,1.99908,0,4.22772,3.99336,4.37522,3.64033,6.53056,4.17404,4.02593,4.31798,10.1129,6.54471,3.63272,4.28053,4.1946,4.316,3.6317,4.11097,4.47895,0.7403,0.01328,0.02107,0.02491,0.02539,0.0137,0.02667,0.06438,0.01924,0.00679,0.01191,0.02292,0.01434,0.01417,0.01249,0.02165,0.01716,0.01643,0.00273,6.23988,6.01323,6.3988,5.66424,8.54394,6.1997,14.08873,6.33624,46.11003,8.5563,5.65412,6.29371,6.20773,6.32738,5.65192,6.12683,6.49447,0.74303,71.3761,55.6876,67.1743,33.8685,180.0618,100.7588,311.7618,148.0759,109.3646,263.1483,36.7584,79.8963,66.9952,89.9173,39.9663,68.3243,162.0799,26.8587,7.025,1.913,7.776,2.586,1.09,1.09,5.136,2.839,3.285,6.889,1.725,5.45,0.387
V20,1,3.8329,-0.16312,-0.04434,-0.11878,0.10373,0.05939,0.09059,1.5296,1.1004,1.9205,2.2186,1.3805,1.4962,1.8498,108.6033,116.5656,85.6469,121.9315,104.0582,119.8225,118.5818,123.1034,107.8556,106.7888,0.9989,0.8872,0.8284,0.6323,0.9522,0.9977,0.8727,-0.23843,-0.01375,-0.40074,0.33542,-0.53468,-0.19934,0.91233,-0.33713,-0.10705,-0.5573,0.34507,-0.29413,-0.20734,-0.32713,0.34858,-0.12812,-0.49313,0.24406,1.99888,1.9988,1.99868,1.99852,1.99968,1.99902,9.99841,1.99902,35.9903,1.99968,1.99848,1.99883,1.99896,1.99889,1.99857,1.9987,1.99906,0,4.22628,3.99386,4.37712,3.64067,6.52119,4.17301,4.02443,4.31896,10.10985,6.54574,3.63357,4.28095,4.19422,4.31575,3.6312,4.11231,4.47909,0.75323,0.01327,0.02108,0.02494,0.02539,0.01382,0.02731,0.06483,0.01915,0.00689,0.01189,0.02288,0.01434,0.01417,0.0125,0.02165,0.01711,0.01498,0.00271,6.23843,6.01375,6.40074,5.66458,8.53468,6.19934,14.08767,6.33713,46.10705,8.5573,5.65493,6.29413,6.20734,6.32713,5.65142,6.12812,6.49313,0.75594,71.1904,56.0157,67.7164,34.0837,183.7257,97.6179,307.3982,147.9423,108.8556,263.2775,36.9203,80.0386,66.9229,89.8543,39.9158,68.4884,154.2027,27.5909,5.213,1.7,6.148,2.59,1.09,1.09,5.137,2.835,3.286,6.888,1.726,5.449,0.379
V21,1,2.813,-0.16111,-0.07167,-0.08944,0.11639,0.04472,0.15146,1.5315,1.0995,1.9214,2.2143,1.3797,1.4961,1.851,108.7261,117.1967,85.4261,122.7464,103.8973,119.6691,118.7484,123.1505,108.1943,107.0198,0.9947,0.885,0.8269,0.6211,0.9532,0.998,0.87,-0.2364,-0.01216,-0.39894,0.33369,-0.5403,-0.20242,0.90608,-0.33775,-0.091,-0.55623,0.34665,-0.29354,-0.2069,-0.32746,0.34804,-0.12922,-0.50059,0.25023,1.99888,1.9988,1.99868,1.99852,1.99968,1.99902,9.99842,1.99902,35.99026,1.99967,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99906,0,4.22428,3.99224,4.37515,3.64253,6.52691,4.17555,4.02966,4.31952,10.09376,6.54464,3.63198,4.2804,4.19378,4.31609,3.63177,4.11344,4.48712,0.74723,0.01325,0.02112,0.02511,0.02526,0.01371,0.02785,0.06584,0.01921,0.00697,0.01192,0.02288,0.0143,0.01416,0.01249,0.02163,0.01708,0.01442,0.00254,6.2364,6.01216,6.39894,5.66631,8.5403,6.20242,14.09392,6.33775,46.091,8.55623,5.65335,6.29354,6.2069,6.32746,5.65196,6.12922,6.50059,0.74977,70.8892,55.7425,67.5632,34.5688,186.2708,100.0625,311.8201,148.068,106.5545,263.1452,36.8698,79.9076,66.8419,89.991,39.9899,68.7906,154.9412,27.4135,5.208,1.7,6.165,2.59,1.09,1.09,5.142,2.834,3.286,6.887,1.726,5.449,0.389
V22,1,2.5252,-0.16084,-0.03812,-0.12272,0.09948,0.06136,0.08064,1.5295,1.1003,1.9218,2.2183,1.3802,1.4962,1.8498,108.5099,116.5514,85.8195,121.9278,103.8225,119.831,118.5769,123.1141,107.5192,106.8262,1.0006,0.8873,0.8262,0.6312,0.9527,0.9976,0.8724,-0.23944,-0.0141,-0.40062,0.33555,-0.53339,-0.19882,0.9103,-0.33693,-0.10597,-0.55692,0.34548,-0.29386,-0.20765,-0.32748,0.34828,-0.12749,-0.48833,0.24492,1.99888,1.9988,1.99868,1.99852,1.99968,1.99902,9.99841,1.99902,35.99031,1.99968,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99907,0,4.22729,3.99424,4.37698,3.64043,6.51964,4.17296,4.02662,4.31863,10.1088,6.54535,3.63315,4.28068,4.19453,4.31609,3.6315,4.11167,4.47273,0.75237,0.01327,0.02106,0.02496,0.02549,0.01407,0.02685,0.06467,0.01927,0.00686,0.0119,0.02289,0.01434,0.01417,0.01249,0.02166,0.01712,0.01653,0.0027,6.23944,6.0141,6.40062,5.66445,8.53339,6.19882,14.0897,6.33693,46.10597,8.55692,5.65452,6.29386,6.20765,6.32748,5.65172,6.12749,6.48833,0.75508,71.4207,55.9556,67.4525,33.8492,182.2192,98.0824,310.8121,148.2641,109.1847,263.06,36.8284,79.9497,66.9881,89.96,40.0193,68.4069,159.0958,27.6122,5.254,1.7,6.118,2.59,1.09,1.09,5.135,2.832,3.287,6.889,1.727,5.449,0.379
V23,1,2.4777,-0.15995,-0.03677,-0.12318,0.09836,0.06159,0.07854,1.529,1.0991,1.9221,2.2173,1.38,1.4962,1.85,108.4179,116.6962,85.7839,122.0711,103.7409,119.816,118.5957,123.0878,107.6079,106.9899,0.9997,0.8851,0.8257,0.6276,0.953,0.9978,0.8717,-0.23915,-0.01384,-0.40003,0.3352,-0.53573,-0.20172,0.90904,-0.33723,-0.10087,-0.55673,0.34583,-0.29367,-0.20756,-0.3276,0.3482,-0.12775,-0.49129,0.24967,1.99888,1.9988,1.99868,1.99852,1.99968,1.99902,9.99841,1.99902,35.99031,1.99967,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99908,0,4.227,3.99399,4.37635,3.64083,6.52216,4.17568,4.02772,4.31893,10.10368,6.54515,3.63278,4.28049,4.19444,4.31622,3.63156,4.11194,4.47464,0.74717,0.01327,0.02105,0.02499,0.02545,0.01389,0.02702,0.06483,0.01927,0.00688,0.01191,0.0229,0.01434,0.01416,0.01249,0.02167,0.01711,0.01757,0.00316,6.23915,6.01384,6.40003,5.6648,8.53573,6.20172,14.09096,6.33723,46.10087,8.55673,5.65417,6.29367,6.20756,6.3276,5.6518,6.12775,6.49129,0.75033,71.3719,55.8826,67.4817,33.9949,182.224,100.6615,314.2653,148.3892,108.1657,262.9678,36.8252,79.9029,66.9789,89.9817,40.0528,68.5196,164.2123,27.4089,5.255,1.7,6.119,2.589,1.09,1.09,5.139,2.833,3.287,6.889,1.726,5.45,0.38
V24,1,5.8795,-0.16534,-0.04184,-0.1235,0.10359,0.06175,0.08689,1.5297,1.0999,1.9215,2.2178,1.38,1.4961,1.8499,108.6458,116.4438,85.7661,121.9007,103.954,119.7049,118.7185,123.1241,107.5743,106.5247,1.0011,0.8856,0.8256,0.6291,0.9531,0.9976,0.8718,-0.23754,-0.01237,-0.40054,0.33398,-0.54047,-0.20038,0.90958,-0.33727,-0.10091,-0.55715,0.34571,-0.29405,-0.20695,-0.32722,0.34801,-0.12865,-0.48785,0.24871,1.99888,1.9988,1.99868,1.99852,1.99968,1.99901,9.99841,1.99902,35.9903,1.99967,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99906,0,4.2254,3.99244,4.37685,3.64215,6.52699,4.1743,4.02698,4.31895,10.10373,6.54559,3.63293,4.28091,4.19382,4.31583,3.63179,4.11282,4.47324,0.74865,0.01326,0.02112,0.02501,0.02535,0.0138,0.02706,0.06502,0.0193,0.00688,0.01189,0.02287,0.01431,0.01418,0.0125,0.02164,0.01713,0.01555,0.00264,6.23754,6.01237,6.40054,5.66602,8.54047,6.20038,14.09042,6.33727,46.10091,8.55715,5.65429,6.29405,6.20695,6.32722,5.65199,6.12865,6.48785,0.75129,71.0425,55.6726,67.5722,34.1601,183.6208,98.5853,309.4279,148.1638,108.709,263.169,36.8206,79.9703,66.8003,89.9503,40.0412,68.5978,152.3419,27.6843,7.008,1.7,7.695,2.59,1.09,1.09,5.137,2.836,3.285,6.888,1.723,5.45,0.38
V25,1,3.1178,-0.16185,-0.03913,-0.12272,0.10049,0.06136,0.08229,1.529,1.1001,1.9213,2.2186,1.3804,1.4963,1.8495,108.7025,116.5314,85.7082,121.8735,104.036,119.819,118.5845,123.1165,107.7517,106.6197,1.0017,0.8877,0.8271,0.632,0.9524,0.9975,0.873,-0.23941,-0.01383,-0.40147,0.33547,-0.53078,-0.19873,0.91171,-0.33669,-0.10746,-0.55707,0.34528,-0.29398,-0.20752,-0.32729,0.34829,-0.12762,-0.49459,0.24258,1.99888,1.9988,1.99868,1.99852,1.99967,1.99901,9.99841,1.99902,35.9903,1.99968,1.99848,1.99883,1.99896,1.99889,1.99857,1.9987,1.99906,0,4.22726,3.99395,4.37786,3.64048,6.51697,4.17234,4.02521,4.31845,10.11028,6.5455,3.63335,4.28081,4.1944,4.31591,3.6315,4.1118,4.47965,0.75473,0.01327,0.02108,0.02493,0.02552,0.01414,0.02738,0.06467,0.01921,0.00688,0.01189,0.02288,0.01434,0.01417,0.01249,0.02165,0.01713,0.01588,0.00269,6.23941,6.01383,6.40147,5.66453,8.53078,6.19873,14.08829,6.33669,46.10746,8.55707,5.65472,6.29398,6.20752,6.32729,5.65171,6.12762,6.49459,0.75742,71.4163,55.99,67.7115,33.7836,182.339,97.087,307.3021,148.1148,109.441,263.1411,36.8568,79.9848,66.9472,89.9107,39.9698,68.3818,156.6529,27.3986,5.633,1.7,6.142,2.59,1.09,1.09,5.135,2.833,3.286,6.888,1.725,5.449,0.379
V26,1,2.4552,-0.15889,-0.03941,-0.11948,0.09915,0.05974,0.08228,1.5346,1.094,1.9217,2.2171,1.3799,1.4963,1.8498,108.865,116.867,85.5609,122.7335,103.9202,119.7903,118.6182,123.1109,107.9522,107.0152,0.9971,0.8797,0.8259,0.6233,0.9529,0.9978,0.8714,-0.239,-0.01349,-0.40098,0.33501,-0.53394,-0.2032,0.90682,-0.33716,-0.10801,-0.55618,0.34652,-0.29316,-0.20747,-0.32757,0.34783,-0.12802,-0.50889,0.25379,1.99888,1.9988,1.99868,1.99852,1.99967,1.999,9.99842,1.99902,35.99028,1.99967,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99907,0,4.22685,3.99362,4.37729,3.64096,6.5202,4.1763,4.02963,4.31892,10.11041,6.54459,3.63209,4.27999,4.19435,4.31619,3.63196,4.11223,4.49332,0.74329,0.01327,0.02107,0.025,0.0255,0.01406,0.0279,0.06513,0.01923,0.00732,0.01191,0.0229,0.01433,0.01416,0.01249,0.02164,0.01709,0.0165,0.00292,6.239,6.01349,6.40098,5.66499,8.53394,6.2032,14.09318,6.33716,46.10801,8.55618,5.65348,6.29316,6.20747,6.32757,5.65217,6.12802,6.50889,0.74621,71.3779,55.978,67.8409,33.9601,184.5399,99.1861,311.0795,148.3435,108.4594,263.0131,36.8611,79.8526,66.9765,90.0135,40.0258,68.5476,159.5773,27.272,5.406,1.7,6.169,2.584,1.09,1.09,5.137,2.834,3.285,6.888,1.728,5.45,0.407
V27,1,3.3332,-0.16173,-0.03901,-0.12272,0.10037,0.06136,0.08209,1.5314,1.0999,1.9201,2.2185,1.38,1.4963,1.8506,108.5452,116.3474,85.8255,121.734,104.1474,119.7964,118.6214,123.132,107.563,106.404,1.0001,0.8861,0.8251,0.6304,0.9531,0.9974,0.8723,-0.23914,-0.01367,-0.40105,0.33509,-0.5396,-0.19974,0.91147,-0.33673,-0.10521,-0.55696,0.34584,-0.29373,-0.20751,-0.32744,0.34766,-0.12774,-0.49232,0.24822,1.99888,1.9988,1.99868,1.99853,1.99967,1.99901,9.99841,1.99902,35.99031,1.99967,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99906,0,4.22701,3.99379,4.37742,3.64103,6.52596,4.17365,4.02526,4.31841,10.10803,6.54539,3.63279,4.28056,4.19439,4.31607,3.63214,4.11191,4.47773,0.74911,0.01326,0.02109,0.02495,0.02536,0.01397,0.02708,0.06485,0.01929,0.00687,0.01189,0.02289,0.01433,0.01417,0.01249,0.02163,0.01713,0.01553,0.00266,6.23914,6.01367,6.40105,5.66491,8.5396,6.19974,14.08853,6.33673,46.10521,8.55696,5.65416,6.29373,6.20751,6.32744,5.65234,6.12774,6.49232,0.75178,71.2556,55.9609,67.7533,33.9597,183.8593,97.684,309.2766,148.3398,108.8398,263.012,36.8327,79.9433,66.9832,89.9904,39.9976,68.4388,153.9571,27.7846,5.074,1.7,6.224,2.59,1.09,1.09,5.13,2.839,3.284,6.888,1.723,5.45,0.379
